13,#hash_79367ac62190f4a0,#hash_e3f6a06da3c97c0,#hash_37705bc03bf50c48,#hash_0,#special_enemy,#catalyst,#50,#100,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
14,#hash_7682fe828f51b126,#hash_e3f7106da3ca3a5,#hash_11a8b8a2620ca3af,#hash_0,#restrict_loadout,#hash_2d7ec445ba288abf,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
15,#hash_1891a83e3857297b,#hash_e3f7006da3ca1f2,#hash_49325acaa25b7b62,#hash_0,#defend_area,#hash_6c95b95e5ee2a67a,#hash_643c4d8de0a28d13,#hash_978e48dc84b711d,#zone_amphitheater,#hash_0,#hash_0,#hash_0,#hash_0
16,#tribute,#hash_e3f6f06da3ca03f,#hash_174cd9f5c45ff611,#hash_0,#red_tribute,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
17,#hash_733e96322e6c267,#hash_e3f6e06da3c9e8c,#hash_60190025ba3997f4,#hash_0,#special_enemy,#skeleton,#10,#25,#1,#no_headshots,#hash_0,#hash_0,#hash_0
18,#hash_4dc5e83c00b7a1b3,#hash_e3f7506da3caa71,#hash_15fb628e8e1e14cb,#hash_0,#hash_27f8093e2c3d8f82,#30,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
18,#hash_0,#hash_0,#hash_0,#hash_0,#disable_buys,#1,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
19,#hash_276a6b00a06f8521,#hash_e3f7406da3ca8be,#hash_71daff3020a0070e,#hash_0,#hash_5124770c13a75bab,#health,#10,#prone_random,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
20,#hash_20b00d3da12b72bc,#hash_e42f306da3fb662,#hash_1d7a5994ac492832,#hash_0,#defend_area,#hash_32472566165f72f5,#hash_6694d1174c6d1440,#hash_3222bb2cc52e81a,#zone_drakaina_arena,#hash_0,#hash_0,#hash_0,#hash_0
20,#hash_0,#hash_0,#hash_0,#hash_0,#give_reward,#hash_20e46acec43f89e9,#hash_46044d0ce4567ceb,#uie_trial_medal_silver,#hash_24c321e8e1e698ee,#hash_0,#hash_0,#hash_0,#hash_0
21,#hash_6d64c452d3f289e1,#hash_e42f406da3fb815,#hash_12e1aab6522356bf,#hash_0,#hash_6c768f3c15d55377,#random_blindness,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
22,#hash_bab56b2193627ac,#hash_e42f106da3fb2fc,#hash_f3454a4ccde8884,#hash_0,#hash_b7f913776f85df2,#5,#4,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
23,#hash_e077c6c40548151,#hash_e42f206da3fb4af,#hash_1c89127cb3720861,#hash_0,#hash_9a7dc34f5859d41,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
24,#hash_5581ad3bd4badc71,#hash_e42ef06da3faf96,#hash_159da9be94076f66,#hash_0,#timeout,#hash_12fe9d2b14ee84ca,#hash_4e8f21f81aabd63b,#12,#210,#360,#360,#540,#zombie_keep_away
25,#stoaic,#hash_e42f006da3fb149,#hash_152b44c1e36f8f03,#hash_0,#defend_area,#hash_7f0c836d8fb5d7,#hash_17d7733aa9f02f4e,#hash_f74932216b07f8c,#hash_12f596841485adc7,#zone_stoa_of_the_athenians_east,#hash_0,#hash_0,#hash_0
26,#hash_57bfa5869f21556e,#hash_e42ed06da3fac30,#hash_3c2c23140f315698,#hash_0,#hash_2fc73bc20035fe8,#60,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
27,#hash_46c1b0a5a9968157,#hash_e42ee06da3fade3,#hash_73e16e17352f2fb5,#hash_0,#restrict_loadout,#hash_54d4bc51239254b8,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
28,#hash_34bdc2d186406517,#hash_e42fb06da3fc3fa,#hash_24d7a11f11523cca,#hash_0,#hash_2bec904229ece9ed,#10,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
29,#hash_59afd9b7064b66be,#hash_e42fc06da3fc5ad,#hash_6d4dfef6d1036517,#hash_0,#hash_285312733a97eea3,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
30,#hash_3f3a8d17a7d8c52e,#hash_e467906da42cfeb,#hash_4f19b46ba3c91f3d,#hash_0,#red_boss_fight,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0,#hash_0
30,#hash_0,#hash_0,#hash_0,#hash_0,#give_reward,#fastest_time_to_complete_round_30,#hash_f60cd1936dfe2ae,#uie_trial_medal_gold,#hash_63de9d1da77a2087,#hash_112c92d966d3f90b,#1,#hash_0,#hash_0
