4,9500,#ar_modular_t8,acog,500,0,u9?0
5,13800,#ar_modular_t8,grip,600,0,u9?0
6,18900,#ar_modular_t8,stalker,700,0,u9?0
7,25200,#ar_modular_t8,holo,800,0,u9?0
8,32700,#ar_modular_t8,extclip,900,0,u9?0
9,41400,#ar_modular_t8,elo,1000,0,u9?0
10,51300,#ar_modular_t8,rf,1100,0,u9?0
11,62400,#ar_modular_t8,suppressed,1200,0,u9?0
0,300,#ar_peacekeeper_t8,reflex,100,0,u9?0
1,1400,#ar_peacekeeper_t8,stalker,200,0,u9?0
2,3300,#ar_peacekeeper_t8,quickdraw,300,0,u9?0
3,6000,#ar_peacekeeper_t8,grip,400,0,u9?0
4,9500,#ar_peacekeeper_t8,mms,500,0,u9?0
5,13800,#ar_peacekeeper_t8,suppressed,600,0,u9?0
6,18900,#ar_peacekeeper_t8,rf,700,0,u9?0
7,25200,#ar_peacekeeper_t8,mixclip,800,0,u9?0
8,32700,#ar_peacekeeper_t8,stalker2,900,0,u9?0
9,41400,#ar_peacekeeper_t8,ir,1000,0,u9?0
10,51300,#ar_peacekeeper_t8,quickdraw2,1100,0,u9?0
11,62400,#ar_peacekeeper_t8,elo,1200,0,u9?0
0,300,#ar_standard_t8,reflex,100,0,u9?0
1,1400,#ar_standard_t8,quickdraw,200,0,u9?0
2,3300,#ar_standard_t8,fastreload,300,0,u9?0
3,6000,#ar_standard_t8,holo,400,0,u9?0
4,9500,#ar_standard_t8,fmj,500,0,u9?0
5,13800,#ar_standard_t8,extbarrel,600,0,u9?0
6,18900,#ar_standard_t8,stalker,700,0,u9?0
7,25200,#ar_standard_t8,extclip,800,0,u9?0
8,32700,#ar_standard_t8,damage,900,0,u9?0
9,41400,#ar_standard_t8,ir,1000,0,u9?0
10,51300,#ar_standard_t8,suppressed,1100,0,u9?0
11,62400,#ar_standard_t8,mms,1200,0,u9?0
0,300,#ar_stealth_t8,reflex,100,0,u9?0
1,1400,#ar_stealth_t8,suppressed,200,0,u9?0
2,3300,#ar_stealth_t8,extbarrel,300,0,u9?0
3,6000,#ar_stealth_t8,stalker,400,0,u9?0
4,9500,#ar_stealth_t8,acog,500,0,u9?0
5,13800,#ar_stealth_t8,fastreload,600,0,u9?0
6,18900,#ar_stealth_t8,rf,700,0,u9?0
7,25200,#ar_stealth_t8,elo,800,0,u9?0
8,32700,#ar_stealth_t8,damage,900,0,u9?0
9,41400,#ar_stealth_t8,ir,1000,0,u9?0
10,51300,#ar_stealth_t8,stalker2,1100,0,u9?0
11,62400,#ar_stealth_t8,uber,1200,0,u9?0
0,300,#tr_damageburst_t8,reflex,100,0,u9?0
1,1400,#tr_damageburst_t8,damage,200,0,u9?0
2,3300,#tr_damageburst_t8,grip,300,0,u9?0
3,6000,#tr_damageburst_t8,acog,400,0,u9?0
4,9500,#tr_damageburst_t8,extclip,500,0,u9?0
5,13800,#tr_damageburst_t8,stalker,600,0,u9?0
6,18900,#tr_damageburst_t8,holo,700,0,u9?0
7,25200,#tr_damageburst_t8,suppressed,800,0,u9?0
8,32700,#tr_damageburst_t8,fastreload,900,0,u9?0
9,41400,#tr_damageburst_t8,quickdraw,1000,0,u9?0
10,51300,#tr_damageburst_t8,fmj,1100,0,u9?0
11,62400,#tr_damageburst_t8,damage2,1200,0,u9?0
12,74700,#tr_damageburst_t8,grip2,1300,0,u9?0
13,88200,#tr_damageburst_t8,ir,1400,0,u9?0
0,300,#tr_flechette_t8,reflex,100,0,u9?0
1,1400,#tr_flechette_t8,stalker,200,0,u9?0
2,3300,#tr_flechette_t8,suppressed,300,0,u9?0
3,6000,#tr_flechette_t8,holo,400,0,u9?0
4,9500,#tr_flechette_t8,extbarrel,500,0,u9?0
5,13800,#tr_flechette_t8,mixclip,600,0,u9?0
6,18900,#tr_flechette_t8,dualoptic,700,0,u9?0
7,25200,#tr_flechette_t8,quickdraw,800,0,u9?0
8,32700,#tr_flechette_t8,grip,900,0,u9?0
9,41400,#tr_flechette_t8,mms,1000,0,u9?0
10,51300,#tr_flechette_t8,steadyaim,1100,0,u9?0
11,62400,#tr_flechette_t8,rf,1200,0,u9?0
12,74700,#tr_flechette_t8,ir,1300,0,u9?0
13,88200,#tr_flechette_t8,uber,1400,0,u9?0
0,300,#tr_longburst_t8,reflex,100,0,u9?0
1,1400,#tr_longburst_t8,quickdraw,200,0,u9?0
2,3300,#tr_longburst_t8,suppressed,300,0,u9?0
3,6000,#tr_longburst_t8,fmj,400,0,u9?0
4,9500,#tr_longburst_t8,acog,500,0,u9?0
5,13800,#tr_longburst_t8,extbarrel,600,0,u9?0
6,18900,#tr_longburst_t8,mixclip,700,0,u9?0
7,25200,#tr_longburst_t8,holo,800,0,u9?0
8,32700,#tr_longburst_t8,damage,900,0,u9?0
9,41400,#tr_longburst_t8,dualoptic,1000,0,u9?0
10,51300,#tr_longburst_t8,quickdraw2,1100,0,u9?0
11,62400,#tr_longburst_t8,mms,1200,0,u9?0
12,74700,#tr_longburst_t8,ir,1300,0,u9?0
13,88200,#tr_longburst_t8,uber,1400,0,u9?0
0,300,#tr_midburst_t8,reflex,100,0,u9?0
1,1400,#tr_midburst_t8,steadyaim,200,0,u9?0
2,3300,#tr_midburst_t8,quickdraw,300,0,u9?0
3,6000,#tr_midburst_t8,stalker,400,0,u9?0
4,9500,#tr_midburst_t8,acog,500,0,u9?0
5,13800,#tr_midburst_t8,extclip,600,0,u9?0
6,18900,#tr_midburst_t8,grip,700,0,u9?0
7,25200,#tr_midburst_t8,holo,800,0,u9?0
8,32700,#tr_midburst_t8,suppressed,900,0,u9?0
9,41400,#tr_midburst_t8,elo,1000,0,u9?0
10,51300,#tr_midburst_t8,steadyaim2,1100,0,u9?0
11,62400,#tr_midburst_t8,stalker2,1200,0,u9?0
12,74700,#tr_midburst_t8,ir,1300,0,u9?0
13,88200,#tr_midburst_t8,uber,1400,0,u9?0
0,300,#tr_powersemi_t8,reflex,100,0,u9?0
1,1400,#tr_powersemi_t8,damage,200,0,u9?0
2,3300,#tr_powersemi_t8,fmj,300,0,u9?0
3,6000,#tr_powersemi_t8,extbarrel,400,0,u9?0
4,9500,#tr_powersemi_t8,acog,500,0,u9?0
5,13800,#tr_powersemi_t8,steadyaim,600,0,u9?0
6,18900,#tr_powersemi_t8,fastreload,700,0,u9?0
7,25200,#tr_powersemi_t8,holo,800,0,u9?0
8,32700,#tr_powersemi_t8,fmj2,900,0,u9?0
9,41400,#tr_powersemi_t8,dualoptic,1000,0,u9?0
10,51300,#tr_powersemi_t8,damage2,1100,0,u9?0
11,62400,#tr_powersemi_t8,mms,1200,0,u9?0
12,74700,#tr_powersemi_t8,ir,1300,0,u9?0
13,88200,#tr_powersemi_t8,uber,1400,0,u9?0
0,300,#sniper_damagesemi_t8,holo,100,0,u9?0
1,1400,#sniper_damagesemi_t8,damage,200,0,u9?0
2,3300,#sniper_damagesemi_t8,grip,300,0,u9?0
3,6000,#sniper_damagesemi_t8,extclip,400,0,u9?0
4,9500,#sniper_damagesemi_t8,is,500,0,u9?0
5,13800,#sniper_damagesemi_t8,fmj,600,0,u9?0
6,18900,#sniper_damagesemi_t8,swayreduc,700,0,u9?0
7,25200,#sniper_damagesemi_t8,dualoptic,800,0,u9?0
8,32700,#sniper_damagesemi_t8,speedreloader,900,0,u9?0
9,41400,#sniper_damagesemi_t8,stalker,1000,0,u9?0
10,51300,#sniper_damagesemi_t8,acog,1100,0,u9?0
11,62400,#sniper_damagesemi_t8,mms,1200,0,u9?0
12,74700,#sniper_damagesemi_t8,damage2,1300,0,u9?0
0,300,#sniper_fastrechamber_t8,acog,100,0,u9?0
1,1400,#sniper_fastrechamber_t8,rf,200,0,u9?0
2,3300,#sniper_fastrechamber_t8,suppressed,300,0,u9?0
3,6000,#sniper_fastrechamber_t8,damage,400,0,u9?0
4,9500,#sniper_fastrechamber_t8,is,500,0,u9?0
5,13800,#sniper_fastrechamber_t8,stalker,600,0,u9?0
6,18900,#sniper_fastrechamber_t8,mms,700,0,u9?0
7,25200,#sniper_fastrechamber_t8,quickdraw,800,0,u9?0
8,32700,#sniper_fastrechamber_t8,reflex,900,0,u9?0
9,41400,#sniper_fastrechamber_t8,grip,1000,0,u9?0
10,51300,#sniper_fastrechamber_t8,swayreduc,1100,0,u9?0
11,62400,#sniper_fastrechamber_t8,mixclip,1200,0,u9?0
12,74700,#sniper_fastrechamber_t8,uber,1300,0,u9?0
0,300,#sniper_locus_t8,acog,100,0,u9?0
1,1400,#sniper_locus_t8,fastreload,200,0,u9?0
2,3300,#sniper_locus_t8,fmj,300,0,u9?0
3,6000,#sniper_locus_t8,stalker,400,0,u9?0
4,9500,#sniper_locus_t8,is,500,0,u9?0
5,13800,#sniper_locus_t8,swayreduc,600,0,u9?0
6,18900,#sniper_locus_t8,elo,700,0,u9?0
7,25200,#sniper_locus_t8,extclip,800,0,u9?0
8,32700,#sniper_locus_t8,mms,900,0,u9?0
9,41400,#sniper_locus_t8,rf,1000,0,u9?0
10,51300,#sniper_locus_t8,reflex,1100,0,u9?0
11,62400,#sniper_locus_t8,suppressed,1200,0,u9?0
12,74700,#sniper_locus_t8,ir,1300,0,u9?0
0,300,#sniper_mini14_t8,dualoptic,100,0,u9?0
1,1400,#sniper_mini14_t8,stalker,200,0,u9?0
2,3300,#sniper_mini14_t8,adsreload,300,0,u9?0
3,6000,#sniper_mini14_t8,quickdraw,400,0,u9?0
4,9500,#sniper_mini14_t8,holo,500,0,u9?0
5,13800,#sniper_mini14_t8,grip,600,0,u9?0
6,18900,#sniper_mini14_t8,is,700,0,u9?0
7,25200,#sniper_mini14_t8,stalker2,800,0,u9?0
8,32700,#sniper_mini14_t8,ir,900,0,u9?0
9,41400,#sniper_mini14_t8,extclip,1000,0,u9?0
10,51300,#sniper_mini14_t8,fmj,1100,0,u9?0
11,62400,#sniper_mini14_t8,suppressed,1200,0,u9?0
12,74700,#sniper_mini14_t8,uber,1300,0,u9?0
0,300,#sniper_powerbolt_t8,acog,100,0,u9?0
1,1400,#sniper_powerbolt_t8,damage,200,0,u9?0
2,3300,#sniper_powerbolt_t8,fmj,300,0,u9?0
3,6000,#sniper_powerbolt_t8,swayreduc,400,0,u9?0
4,9500,#sniper_powerbolt_t8,dualoptic,500,0,u9?0
5,13800,#sniper_powerbolt_t8,adsreload,600,0,u9?0
6,18900,#sniper_powerbolt_t8,mms,700,0,u9?0
7,25200,#sniper_powerbolt_t8,fmj2,800,0,u9?0
8,32700,#sniper_powerbolt_t8,holo,900,0,u9?0
9,41400,#sniper_powerbolt_t8,holdbreath,1000,0,u9?0
10,51300,#sniper_powerbolt_t8,is,1100,0,u9?0
11,62400,#sniper_powerbolt_t8,damage2,1200,0,u9?0
12,74700,#sniper_powerbolt_t8,ir,1300,0,u9?0
0,300,#sniper_powersemi_t8,dualoptic,100,0,u9?0
1,1400,#sniper_powersemi_t8,grip,200,0,u9?0
2,3300,#sniper_powersemi_t8,extclip,300,0,u9?0
3,6000,#sniper_powersemi_t8,fmj,400,0,u9?0
4,9500,#sniper_powersemi_t8,holo,500,0,u9?0
5,13800,#sniper_powersemi_t8,damage,600,0,u9?0
6,18900,#sniper_powersemi_t8,mms,700,0,u9?0
7,25200,#sniper_powersemi_t8,swayreduc,800,0,u9?0
8,32700,#sniper_powersemi_t8,is,900,0,u9?0
9,41400,#sniper_powersemi_t8,steadyaim,1000,0,u9?0
10,51300,#sniper_powersemi_t8,extclip2,1100,0,u9?0
11,62400,#sniper_powersemi_t8,grip2,1200,0,u9?0
12,74700,#sniper_powersemi_t8,ir,1300,0,u9?0
0,300,#sniper_quickscope_t8,acog,100,0,u9?0
1,1400,#sniper_quickscope_t8,quickdraw,200,0,u9?0
2,3300,#sniper_quickscope_t8,steadyaim,300,0,u9?0
3,6000,#sniper_quickscope_t8,fastreload,400,0,u9?0
4,9500,#sniper_quickscope_t8,is,500,0,u9?0
5,13800,#sniper_quickscope_t8,fmj,600,0,u9?0
6,18900,#sniper_quickscope_t8,elo,700,0,u9?0
7,25200,#sniper_quickscope_t8,stalker,800,0,u9?0
8,32700,#sniper_quickscope_t8,ir,900,0,u9?0
9,41400,#sniper_quickscope_t8,damage,1000,0,u9?0
10,51300,#sniper_quickscope_t8,quickdraw2,1100,0,u9?0
11,62400,#sniper_quickscope_t8,steadyaim2,1200,0,u9?0
12,74700,#sniper_quickscope_t8,uber,1300,0,u9?0
0,300,#lmg_heavy_t8,reflex,100,0,u9?0
1,1400,#lmg_heavy_t8,damage,200,0,u9?0
2,3300,#lmg_heavy_t8,grip,300,0,u9?0
3,6000,#lmg_heavy_t8,extclip,400,0,u9?0
4,9500,#lmg_heavy_t8,acog,500,0,u9?0
5,13800,#lmg_heavy_t8,fastreload,600,0,u9?0
6,18900,#lmg_heavy_t8,holo,700,0,u9?0
7,25200,#lmg_heavy_t8,quickdraw,800,0,u9?0
8,32700,#lmg_heavy_t8,dualoptic,900,0,u9?0
9,41400,#lmg_heavy_t8,rf,1000,0,u9?0
10,51300,#lmg_heavy_t8,damage2,1100,0,u9?0
11,62400,#lmg_heavy_t8,ir,1200,0,u9?0
12,74700,#lmg_heavy_t8,uber,1300,0,u9?0
0,300,#lmg_spray_t8,reflex,100,0,u9?0
1,1400,#lmg_spray_t8,steadyaim,200,0,u9?0
2,3300,#lmg_spray_t8,hipgrip,300,0,u9?0
3,6000,#lmg_spray_t8,fmj,400,0,u9?0
4,9500,#lmg_spray_t8,dualoptic,500,0,u9?0
5,13800,#lmg_spray_t8,mixclip,600,0,u9?0
6,18900,#lmg_spray_t8,holo,700,0,u9?0
7,25200,#lmg_spray_t8,suppressed,800,0,u9?0
8,32700,#lmg_spray_t8,mms,900,0,u9?0
9,41400,#lmg_spray_t8,rf,1000,0,u9?0
10,51300,#lmg_spray_t8,steadyaim2,1100,0,u9?0
11,62400,#lmg_spray_t8,elo,1200,0,u9?0
12,74700,#lmg_spray_t8,uber,1300,0,u9?0
0,300,#lmg_standard_t8,reflex,100,0,u9?0
1,1400,#lmg_standard_t8,extclip,200,0,u9?0
2,3300,#lmg_standard_t8,fmj,300,0,u9?0
3,6000,#lmg_standard_t8,quickdraw,400,0,u9?0
4,9500,#lmg_standard_t8,acog,500,0,u9?0
5,13800,#lmg_standard_t8,stalker,600,0,u9?0
6,18900,#lmg_standard_t8,holo,700,0,u9?0
7,25200,#lmg_standard_t8,extclip2,800,0,u9?0
8,32700,#lmg_standard_t8,dualoptic,900,0,u9?0
9,41400,#lmg_standard_t8,fmj2,1000,0,u9?0
10,51300,#lmg_standard_t8,mms,1100,0,u9?0
11,62400,#lmg_standard_t8,ir,1200,0,u9?0
12,74700,#lmg_standard_t8,uber,1300,0,u9?0
0,300,#lmg_stealth_t8,reflex,100,0,u9?0
1,1400,#lmg_stealth_t8,stalker,200,0,u9?0
2,3300,#lmg_stealth_t8,steadyaim,300,0,u9?0
3,6000,#lmg_stealth_t8,fmj,400,0,u9?0
4,9500,#lmg_stealth_t8,elo,500,0,u9?0
5,13800,#lmg_stealth_t8,fastreload,600,0,u9?0
6,18900,#lmg_stealth_t8,grip,700,0,u9?0
7,25200,#lmg_stealth_t8,damage,800,0,u9?0
8,32700,#lmg_stealth_t8,holo,900,0,u9?0
9,41400,#lmg_stealth_t8,suppressed,1000,0,u9?0
10,51300,#lmg_stealth_t8,stalker2,1100,0,u9?0
11,62400,#lmg_stealth_t8,mms,1200,0,u9?0
12,74700,#lmg_stealth_t8,uber,1300,0,u9?0
0,300,#smg_accurate_t8,reflex,100,0,u9?0
1,1400,#smg_accurate_t8,grip,200,0,u9?0
2,3300,#smg_accurate_t8,quickdraw,300,0,u9?0
3,6000,#smg_accurate_t8,extbarrel,400,0,u9?0
4,9500,#smg_accurate_t8,acog,500,0,u9?0
5,13800,#smg_accurate_t8,extclip,600,0,u9?0
6,18900,#smg_accurate_t8,suppressed,700,0,u9?0
7,25200,#smg_accurate_t8,dualoptic,800,0,u9?0
8,32700,#smg_accurate_t8,grip2,900,0,u9?0
9,41400,#smg_accurate_t8,extbarrel2,1000,0,u9?0
10,51300,#smg_accurate_t8,ir,1100,0,u9?0
11,62400,#smg_accurate_t8,uber,1200,0,u9?0
0,300,#smg_capacity_t8,reflex,100,0,u9?0
1,1400,#smg_capacity_t8,extclip,200,0,u9?0
2,3300,#smg_capacity_t8,steadyaim,300,0,u9?0
3,6000,#smg_capacity_t8,fmj,400,0,u9?0
4,9500,#smg_capacity_t8,mms,500,0,u9?0
5,13800,#smg_capacity_t8,extbarrel,600,0,u9?0
6,18900,#smg_capacity_t8,grip,700,0,u9?0
7,25200,#smg_capacity_t8,holo,800,0,u9?0
8,32700,#smg_capacity_t8,rf,900,0,u9?0
9,41400,#smg_capacity_t8,fmj2,1000,0,u9?0
10,51300,#smg_capacity_t8,elo,1100,0,u9?0
11,62400,#smg_capacity_t8,uber,1200,0,u9?0
0,300,#smg_fastburst_t8,reflex,100,0,u9?0
1,1400,#smg_fastburst_t8,damage,200,0,u9?0
2,3300,#smg_fastburst_t8,hipgrip,300,0,u9?0
3,6000,#smg_fastburst_t8,elo,400,0,u9?0
4,9500,#smg_fastburst_t8,fastreload,500,0,u9?0
5,13800,#smg_fastburst_t8,rf,600,0,u9?0
6,18900,#smg_fastburst_t8,steadyaim,700,0,u9?0
7,25200,#smg_fastburst_t8,holo,800,0,u9?0
8,32700,#smg_fastburst_t8,mixclip,900,0,u9?0
9,41400,#smg_fastburst_t8,suppressed,1000,0,u9?0
10,51300,#smg_fastburst_t8,damage2,1100,0,u9?0
11,62400,#smg_fastburst_t8,pistolscope,1200,0,u9?0
0,300,#smg_fastfire_t8,reflex,100,0,u9?0
1,1400,#smg_fastfire_t8,steadyaim,200,0,u9?0
2,3300,#smg_fastfire_t8,extclip,300,0,u9?0
3,6000,#smg_fastfire_t8,fastreload,400,0,u9?0
4,9500,#smg_fastfire_t8,dualoptic,500,0,u9?0
5,13800,#smg_fastfire_t8,fmj,600,0,u9?0
6,18900,#smg_fastfire_t8,quickdraw,700,0,u9?0
7,25200,#smg_fastfire_t8,holo,800,0,u9?0
8,32700,#smg_fastfire_t8,stalker,900,0,u9?0
9,41400,#smg_fastfire_t8,steadyaim2,1000,0,u9?0
10,51300,#smg_fastfire_t8,elo,1100,0,u9?0
11,62400,#smg_fastfire_t8,uber,1200,0,u9?0
0,300,#smg_folding_t8,reflex,100,0,u9?0
1,1400,#smg_folding_t8,quickdraw,200,0,u9?0
2,3300,#smg_folding_t8,rf,300,0,u9?0
3,6000,#smg_folding_t8,swayreduc,400,0,u9?0
4,9500,#smg_folding_t8,stalker,500,0,u9?0
5,13800,#smg_folding_t8,mixclip,600,0,u9?0
6,18900,#smg_folding_t8,elo,700,0,u9?0
7,25200,#smg_folding_t8,quickdraw2,800,0,u9?0
8,32700,#smg_folding_t8,custom1,900,0,u9?0
9,41400,#smg_folding_t8,grip,1000,0,u9?0
10,51300,#smg_folding_t8,steadyaim,1100,0,u9?0
11,62400,#smg_folding_t8,fmj,1200,0,u9?0
0,300,#smg_handling_t8,reflex,100,0,u9?0
1,1400,#smg_handling_t8,stalker,200,0,u9?0
2,3300,#smg_handling_t8,fastreload,300,0,u9?0
3,6000,#smg_handling_t8,quickdraw,400,0,u9?0
4,9500,#smg_handling_t8,holo,500,0,u9?0
5,13800,#smg_handling_t8,grip,600,0,u9?0
6,18900,#smg_handling_t8,suppressed,700,0,u9?0
7,25200,#smg_handling_t8,mms,800,0,u9?0
8,32700,#smg_handling_t8,stalker2,900,0,u9?0
9,41400,#smg_handling_t8,fastreload2,1000,0,u9?0
10,51300,#smg_handling_t8,elo,1100,0,u9?0
11,62400,#smg_handling_t8,dw,1200,0,u9?0
0,300,#smg_minigun_t8,reflex,100,0,u9?0
1,1400,#smg_minigun_t8,extclip,200,0,u9?0
2,3300,#smg_minigun_t8,steadyaim,300,0,u9?0
3,6000,#smg_minigun_t8,fmj,400,0,u9?0
4,9500,#smg_minigun_t8,holo,500,0,u9?0
5,13800,#smg_minigun_t8,hipgrip,600,0,u9?0
6,18900,#smg_minigun_t8,rf,700,0,u9?0
7,25200,#smg_minigun_t8,grip,800,0,u9?0
8,32700,#smg_minigun_t8,elo,900,0,u9?0
9,41400,#smg_minigun_t8,extclip2,1000,0,u9?0
10,51300,#smg_minigun_t8,steadyaim2,1100,0,u9?0
11,62400,#smg_minigun_t8,fmj2,1200,0,u9?0
0,300,#smg_standard_t8,reflex,100,0,u9?0
1,1400,#smg_standard_t8,suppressed,200,0,u9?0
2,3300,#smg_standard_t8,mixclip,300,0,u9?0
3,6000,#smg_standard_t8,extbarrel,400,0,u9?0
4,9500,#smg_standard_t8,holo,500,0,u9?0
5,13800,#smg_standard_t8,fmj,600,0,u9?0
6,18900,#smg_standard_t8,steadyaim,700,0,u9?0
7,25200,#smg_standard_t8,elo,800,0,u9?0
8,32700,#smg_standard_t8,stalker,900,0,u9?0
9,41400,#smg_standard_t8,rf,1000,0,u9?0
10,51300,#smg_standard_t8,damage,1100,0,u9?0
11,62400,#smg_standard_t8,ir,1200,0,u9?0
0,300,#smg_vmp_t8,reflex,100,0,u9?0
1,1400,#smg_vmp_t8,steadyaim,200,0,u9?0
2,3300,#smg_vmp_t8,stalker,300,0,u9?0
3,6000,#smg_vmp_t8,elo,400,0,u9?0
4,9500,#smg_vmp_t8,fastreload,500,0,u9?0
5,13800,#smg_vmp_t8,extbarrel,600,0,u9?0
6,18900,#smg_vmp_t8,holo,700,0,u9?0
7,25200,#smg_vmp_t8,grip,800,0,u9?0
8,32700,#smg_vmp_t8,quickdraw,900,0,u9?0
9,41400,#smg_vmp_t8,extclip,1000,0,u9?0
10,51300,#smg_vmp_t8,suppressed,1100,0,u9?0
11,62400,#smg_vmp_t8,ir,1200,0,u9?0
0,300,#shotgun_fullauto_t8,reflex,100,0,u9?0
1,1400,#shotgun_fullauto_t8,stalker,200,0,u9?0
2,3300,#shotgun_fullauto_t8,quickdraw,300,0,u9?0
3,6000,#shotgun_fullauto_t8,grip,400,0,u9?0
4,9500,#shotgun_fullauto_t8,mixclip,500,0,u9?0
5,13800,#shotgun_fullauto_t8,stalker2,600,0,u9?0
6,18900,#shotgun_fullauto_t8,quickdraw2,700,0,u9?0
7,25200,#shotgun_fullauto_t8,grip2,800,0,u9?0
8,32700,#shotgun_fullauto_t8,extrapellets,900,0,u9?0
0,300,#shotgun_precision_t8,reflex,100,0,u9?0
1,1400,#shotgun_precision_t8,quickdraw,200,0,u9?0
2,3300,#shotgun_precision_t8,extbarrel,300,0,u9?0
3,6000,#shotgun_precision_t8,fastreload,400,0,u9?0
4,9500,#shotgun_precision_t8,rf,500,0,u9?0
5,13800,#shotgun_precision_t8,stalker,600,0,u9?0
6,18900,#shotgun_precision_t8,suppressed,700,0,u9?0
7,25200,#shotgun_precision_t8,extclip,800,0,u9?0
8,32700,#shotgun_precision_t8,elo,900,0,u9?0
0,300,#shotgun_pump_t8,elo,100,0,u9?0
1,1400,#shotgun_pump_t8,extbarrel,200,0,u9?0
2,3300,#shotgun_pump_t8,fastreload,300,0,u9?0
3,6000,#shotgun_pump_t8,rf,400,0,u9?0
4,9500,#shotgun_pump_t8,stalker,500,0,u9?0
5,13800,#shotgun_pump_t8,quickdraw,600,0,u9?0
