10037,#hash_45b74ebf1ab2fd47,1,#hash_45b74ebf1ab2fd47,3,1,?0
10038,#hash_ca75e54eb5e5ef8,1,#hash_ca75e54eb5e5ef8,3,1,?0
10039,#contract_mp_merciless,1,#contract_mp_merciless,3,1,?0
10040,#contract_mp_objective_capture,1,#contract_mp_objective_capture,3,1,?0
10041,#contract_mp_eliminations,1,#contract_mp_eliminations,3,1,?0
10042,#contract_mp_objective_ekia,1,#contract_mp_objective_ekia,3,1,?0
10043,#hash_4840654e4b2597a5,1,#hash_4840654e4b2597a5,3,1,?0
10044,#hash_5903b7c9559be1e,1,#hash_5903b7c9559be1e,3,1,?0
10045,#hash_31951837e7c9b9ef,1,#hash_31951837e7c9b9ef,3,1,?0
10046,#hash_276886a0fbac5de0,1,#hash_276886a0fbac5de0,3,1,?0
10047,#hash_741b3c0ab3e7a55f,1,#hash_741b3c0ab3e7a55f,3,1,?0
10048,#hash_3f50e5536ee788ab,1,#hash_3f50e5536ee788ab,3,1,?0
10049,#hash_7861508178a93a0f,1,#hash_7861508178a93a0f,3,1,?0
10050,#hash_31a6484e36a0a20f,1,#hash_31a6484e36a0a20f,3,1,?0
10051,#hash_6b52fb637a3c29cb,1,#hash_6b52fb637a3c29cb,3,1,?0
10052,#contract_mp_hardcore_ekia,1,#contract_mp_hardcore_ekia,3,1,?0
10053,#contract_mp_headshots_hardcore,1,#contract_mp_headshots_hardcore,3,1,?0
10054,#contract_mp_multikill_2_or_better,1,#contract_mp_multikill_2_or_better,3,1,?0
10055,#contract_mp_multikill_3_or_better,1,#contract_mp_multikill_3_or_better,3,1,?0
10056,#contract_mp_match_wins,1,#contract_mp_match_wins,3,1,?0
10057,#contract_mp_play_heist,1,#contract_mp_play_heist,3,1,?0
10058,#hash_2156d88add08f25f,1,#hash_2156d88add08f25f,3,1,?0
10059,#contract_mp_play_team_deathmatch,1,#contract_mp_play_team_deathmatch,3,1,?0
10060,#contract_mp_play_safeguard,1,#contract_mp_play_safeguard,3,1,?0
10061,#contract_mp_play_domination,1,#contract_mp_play_domination,3,1,?0
10062,#contract_mp_play_search,1,#contract_mp_play_search,3,1,?0
10063,#contract_mp_play_control,1,#contract_mp_play_control,3,1,?0
10064,#hash_5dbf89f59ac323e3,1,#hash_5dbf89f59ac323e3,3,1,?0
10065,#contract_mp_play_hardpoint,1,#contract_mp_play_hardpoint,3,1,?0
10066,#contract_mp_play_hardcore_team_deathmatch,1,#contract_mp_play_hardcore_team_deathmatch,3,1,?0
10067,#contract_mp_play_public_match_games,1,#contract_mp_play_public_match_games,3,1,?0
10068,#contract_mp_play_infection,1,#contract_mp_play_infection,3,1,?0
10069,#contract_mp_play_prop_hunt,1,#contract_mp_play_prop_hunt,3,1,?0
10070,#hash_f916a0b9718fb8,1,#hash_f916a0b9718fb8,3,1,?0
10071,#hash_1ffdd36f8bcda97d,1,#hash_1ffdd36f8bcda97d,3,1,?0
10072,#hash_42b7ebc5926b0008,1,#hash_42b7ebc5926b0008,3,1,?0
20001,#contract_wl_play_games,1,#contract_wl_play_games,3,1,?0
20002,#hash_1d1b3fe36f24b6ac,1,#hash_1d1b3fe36f24b6ac,3,1,?0
20003,#hash_63e1c91ddca36b58,1,#hash_63e1c91ddca36b58,3,1,?0
20004,#contract_wl_score_per_mode,1,#contract_wl_score_per_mode,3,1,?0
20005,#hash_1075c38287814aa0,1,#hash_1075c38287814aa0,3,1,?0
20006,#hash_518ce6f8a5567a08,1,#hash_518ce6f8a5567a08,3,1,?0
20007,#hash_8f83854f9aa068e,1,#hash_8f83854f9aa068e,3,1,?0
20008,#hash_783240d7e11018c9,1,#hash_783240d7e11018c9,3,1,?0
20009,#contract_wl_kills_without_dying,1,#contract_wl_kills_without_dying,3,1,?0
20010,#contract_wl_top_3_team,1,#contract_wl_top_3_team,3,1,?0
20011,#hash_117aee9968655de3,1,#hash_117aee9968655de3,3,1,?0
20012,#hash_3ddcd024e6e13a32,1,#hash_3ddcd024e6e13a32,3,1,?0
20013,#contract_wl_win_games,1,#contract_wl_win_games,3,1,?0
20014,#hash_2809e14b0f3b4c5e,1,#hash_2809e14b0f3b4c5e,3,1,?0
20015,#hash_4a14b348f01ad76d,1,#hash_4a14b348f01ad76d,3,1,?0
20016,#contract_wl_win_streak_hard,1,#contract_wl_win_streak_hard,3,1,?0
20017,#hash_35e52e40ab6d1223,1,#hash_35e52e40ab6d1223,3,1,?0
20018,#hash_421c3b5196a40f99,1,#hash_421c3b5196a40f99,3,1,?0
20019,#hash_61c7d530de491c8d,1,#hash_61c7d530de491c8d,3,1,?0
20020,#hash_a75db3f2b544591,1,#hash_a75db3f2b544591,3,1,?0
20021,#contract_wl_multikill_2_or_better,1,#contract_wl_multikill_2_or_better,3,1,?0
20022,#contract_wl_multikill_3_or_better,1,#contract_wl_multikill_3_or_better,3,1,?0
30001,#contract_zm_kills,1,#contract_zm_kills,3,0,?0
30002,#contract_zm_melee_kills,1,#contract_zm_melee_kills,3,0,?0
30003,#contract_zm_ar_kills,1,#contract_zm_ar_kills,3,0,?0
30004,#contract_zm_shotgun_kills,1,#contract_zm_shotgun_kills,3,0,?0
30005,#contract_zm_tr_kills,1,#contract_zm_tr_kills,3,0,?0
30006,#contract_zm_smg_kills,1,#contract_zm_smg_kills,3,0,?0
30007,#contract_zm_sniper_kills,1,#contract_zm_sniper_kills,3,0,?0
30008,#contract_zm_lmg_kills,1,#contract_zm_lmg_kills,3,0,?0
30009,#contract_zm_pistol_kills,1,#contract_zm_pistol_kills,3,0,?0
30010,#contract_zm_packed_kills,1,#contract_zm_packed_kills,3,0,?0
30011,#contract_zm_special_kills,1,#contract_zm_special_kills,3,0,?0
30012,#contract_zm_equip_kills,1,#contract_zm_equip_kills,3,0,?0
30013,#contract_zm_explosive_kills,1,#contract_zm_explosive_kills,3,0,?0
30014,#contract_zm_points,1,#contract_zm_points,3,0,?0
30015,#hash_b6b948aac4bd4c,1,#hash_b6b948aac4bd4c,3,0,?0
30016,#contract_zm_shield_kills,1,#contract_zm_shield_kills,3,0,?0
30017,#contract_zm_perks,1,#contract_zm_perks,3,0,?0
30018,#contract_zm_magicbox,1,#contract_zm_magicbox,3,0,?0
30019,#contract_zm_wallbuys,1,#contract_zm_wallbuys,3,0,?0
30020,#contract_zm_weapons_bought,1,#contract_zm_weapons_bought,3,0,?0
30021,#contract_zm_headshots,1,#contract_zm_headshots,3,0,?0
30022,#contract_zm_heavy_kills,1,#contract_zm_heavy_kills,3,0,?0
30023,#contract_zm_miniboss_kills,1,#contract_zm_miniboss_kills,3,0,?0
30024,#hash_38b41a1f3105c462,1,#hash_38b41a1f3105c462,3,0,?0
30025,#contract_zm_single_special,1,#contract_zm_single_special,3,0,?0
30026,#contract_zm_rounds,1,#contract_zm_rounds,3,0,?0
30027,#contract_zm_doors,1,#contract_zm_doors,3,0,?0
30028,#contract_zm_gauntlet_silver,1,#contract_zm_gauntlet_silver,3,0,?0
30029,#contract_zm_rush_multiplier,1,#contract_zm_rush_multiplier,3,0,?0
30030,#contract_zm_no_pap,1,#contract_zm_no_pap,3,0,?0
30031,#contract_zm_points_spent,1,#contract_zm_points_spent,3,0,?0
30032,#contract_zm_same_shield,1,#contract_zm_same_shield,3,0,?0
30033,#hash_1db0aaefc2baceb4,1,#hash_1db0aaefc2baceb4,3,0,?0
30034,#contract_zm_trap_kills,1,#contract_zm_trap_kills,3,0,?0
30035,#contract_zm_same_location,1,#contract_zm_same_location,3,0,?0
30036,#contract_zm_powerups,1,#contract_zm_powerups,3,0,?0
30037,#contract_zm_rush_powerups,1,#contract_zm_rush_powerups,3,0,?0
30038,#contract_zm_move_box,1,#contract_zm_move_box,3,0,?0
30039,#hash_35f2db5e4f5935be,1,#hash_35f2db5e4f5935be,3,0,?0
30040,#contract_zm_fast_travel,1,#contract_zm_fast_travel,3,0,?0
30041,#contract_zm_vermin_kills,1,#contract_zm_vermin_kills,3,0,?0
30042,#contract_zm_catalyst_kills,1,#contract_zm_catalyst_kills,3,0,?0
30043,#contract_zm_rush_wins,1,#contract_zm_rush_wins,3,0,?0
30044,#contract_zm_gauntlet_bronze,1,#contract_zm_gauntlet_bronze,3,0,?0
30045,#contract_zm_zodt8_rounds,1,#contract_zm_zodt8_rounds,3,0,?0
30046,#contract_zm_towers_rounds,1,#contract_zm_towers_rounds,3,0,?0
30047,#contract_zm_escape_rounds,1,#contract_zm_escape_rounds,3,0,?0
30048,#contract_zm_office_rounds,1,#contract_zm_office_rounds,3,0,?0
30049,#contract_zm_mansion_rounds,1,#contract_zm_mansion_rounds,3,0,?0
30050,#contract_zm_red_rounds,1,#contract_zm_red_rounds,3,0,?0
30051,#contract_zm_white_rounds,1,#contract_zm_white_rounds,3,0,?0
30052,#contract_zm_orange_rounds,1,#contract_zm_orange_rounds,3,0,?0
30053,#contract_zm_rush_games,1,#contract_zm_rush_games,3,0,?0
30054,#contract_zm_gauntlet_rounds,1,#contract_zm_gauntlet_rounds,3,0,?0
30055,#contract_zm_classic_rounds,1,#contract_zm_classic_rounds,3,0,?0
40001,#hash_3a8e1cd16ced090d,1,#hash_3a8e1cd16ced090d,3,1,?0
40002,#contract_wz_equipment_kill,1,#contract_wz_equipment_kill,3,1,?0
40003,#hash_d0e756015e4f2e4,1,#hash_d0e756015e4f2e4,3,1,?0
40004,#contract_wz_smg_kill,1,#contract_wz_smg_kill,3,1,?0
40005,#contract_wz_ar_kill,1,#contract_wz_ar_kill,3,1,?0
40006,#contract_wz_sniper_kill,1,#contract_wz_sniper_kill,3,1,?0
40007,#contract_wz_shotgun_kill,1,#contract_wz_shotgun_kill,3,1,?0
40008,#contract_wz_pistol_kill,1,#contract_wz_pistol_kill,3,1,?0
40009,#contract_wz_lmg_kill,1,#contract_wz_lmg_kill,3,1,?0
40010,#hash_209c6ecb45a25a6a,1,#hash_209c6ecb45a25a6a,3,1,?0
40011,#hash_76a6aeacc63e7ce7,1,#hash_76a6aeacc63e7ce7,3,1,?0
40012,#hash_16305079185fffb7,1,#hash_16305079185fffb7,3,1,?0
40013,#hash_101e4b07a4707d36,1,#hash_101e4b07a4707d36,3,1,?0
40014,#hash_64c765ebb1ad37db,1,#hash_64c765ebb1ad37db,3,1,?0
40015,#contract_wz_item_scavenged,1,#contract_wz_item_scavenged,3,1,?0
40016,#hash_6c95edbb431aa4e2,1,#hash_6c95edbb431aa4e2,3,1,?0
40017,#contract_wz_operator_kill,1,#contract_wz_operator_kill,3,1,?0
40018,#hash_27068f5b82298af6,1,#hash_27068f5b82298af6,3,1,?0
40019,#hash_6e74e2826c57979a,1,#hash_6e74e2826c57979a,3,1,?0
40020,#hash_614322e468d90148,1,#hash_614322e468d90148,3,1,?0
40021,#hash_222aca7930cc6c4f,1,#hash_222aca7930cc6c4f,3,1,?0
40022,#hash_20b07175517ed179,1,#hash_20b07175517ed179,3,1,?0
40023,#hash_375ede206821cb1,1,#hash_375ede206821cb1,3,1,?0
40024,#contract_wz_solo_placement,1,#contract_wz_solo_placement,3,1,?0
40025,#hash_48730ce04835417f,1,#hash_48730ce04835417f,3,1,?0
40026,#contract_wz_quads_placement,1,#contract_wz_quads_placement,3,1,?0
40027,#hash_5468af4499f0c7fe,1,#hash_5468af4499f0c7fe,3,1,?0
40028,#contract_wz_kill_zombies,1,#contract_wz_kill_zombies,3,1,?0
40029,#hash_662a7934c69c5aa7,1,#hash_662a7934c69c5aa7,3,1,?0
40030,#hash_427ce6c8328c38d0,1,#hash_427ce6c8328c38d0,3,1,?0
40031,#hash_3ff60e8cd6dabd89,1,#hash_3ff60e8cd6dabd89,3,1,?0
40032,#hash_42580a6cc2bf989e,1,#hash_42580a6cc2bf989e,3,1,?0
40033,#hash_4b331df1cf084980,1,#hash_4b331df1cf084980,3,1,?0
40034,#contract_wz_kill_player_you_downed,1,#contract_wz_kill_player_you_downed,3,1,?0
40035,#contract_wz_swimming_kill,1,#contract_wz_swimming_kill,3,1,?0
40036,#hash_5d572a379b7adf62,1,#hash_5d572a379b7adf62,3,1,?0
40037,#hash_579396af83d0d2b6,1,#hash_579396af83d0d2b6,3,1,?0
40038,#hash_165a9439e9bfe79e,1,#hash_165a9439e9bfe79e,3,1,?0
40039,#contract_wz_entered_air_sea_land_vehicles,1,#contract_wz_entered_air_sea_land_vehicles,3,1,?0
40040,#contract_wz_kill_with_different_guns,1,#contract_wz_kill_with_different_guns,3,1,?0
40041,#hash_4bc7882cf1404beb,1,#hash_4bc7882cf1404beb,3,1,?0
40042,#contract_wz_backpack_scavenged,1,#contract_wz_backpack_scavenged,3,1,?0
40043,#hash_6d2f5796b496e676,1,#hash_6d2f5796b496e676,3,1,?0
40044,#contract_wz_win_without_healing,1,#contract_wz_win_without_healing,3,1,?0
40045,#hash_29c133baf1e0570a,1,#hash_29c133baf1e0570a,3,1,?0
40046,#contract_wz_zm_player_character_kill,1,#contract_wz_zm_player_character_kill,3,1,?0
40047,#contract_wz_wz_player_character_kill,1,#contract_wz_wz_player_character_kill,3,1,?0
40048,#contract_wz_mp_player_character_kill,1,#contract_wz_mp_player_character_kill,3,1,?0
40049,#contract_wz_time_played,1,#contract_wz_time_played,3,1,?0
40050,#hash_1dbb5150a78086fb,1,#hash_1dbb5150a78086fb,3,1,?0
40051,#hash_67444eea6c3a2b4,1,#hash_67444eea6c3a2b4,3,1,?0
40052,#hash_6f4d7d1506be4c97,1,#hash_6f4d7d1506be4c97,3,1,?0
40053,#hash_395b9be57a35044e,1,#hash_395b9be57a35044e,3,1,?0
40054,#hash_533d85cab61c7cbe,1,#hash_533d85cab61c7cbe,3,1,?0
40055,#hash_47ce5d5ec0614886,1,#hash_47ce5d5ec0614886,3,1,?0
40056,#hash_6bdbeb895b012fb2,1,#hash_6bdbeb895b012fb2,3,1,?0
40057,#hash_137173b281445b4d,1,#hash_137173b281445b4d,3,1,?0
40058,#hash_114034ef741c57c,1,#hash_114034ef741c57c,3,1,?0
40059,#hash_158213f4ee12211e,1,#hash_158213f4ee12211e,3,1,?0
40060,#hash_17ed7af10aadfdbf,1,#hash_17ed7af10aadfdbf,3,1,?0
40061,#hash_1567f7b8fb5d379a,1,#hash_1567f7b8fb5d379a,3,1,?0
40062,#contract_wz_kill_concussed_player,1,#contract_wz_kill_concussed_player,3,1,?0
40063,#contract_wz_win_match,1,#contract_wz_win_match,3,1,?0
